AAF;IFN-alpha activation factor;AAF$CONS;6
CBF1;CB1,CBF1,centromere and promoter factor 1,centromere element-binding factor 1,CP1,CPF1,YJR060W;Y$PHO8_03;2;G000958
alpha-CBF;alpha-CBF;HS$GHA_10;6;G000271
alpha-CBF;alpha-CBF;HS$HAND1_05;4;G005416
CBF (1);CBF (1);SP$H2B1_02;6;G000824
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;CHICK$ACTB_01;5;G043090
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;HS$APOA1_02;6;G000203
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;MOUSE$ALBU_09;2;G000464
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;NFY$CONS_01;6
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;RAT$A2UG_05;5;G000689
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;RAT$ADRA1B_03;2;G013991
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;RAT$ALDB_02;6;G000687
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;RAT$APOA4_07;4;G001068
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;RAT$ASPAT_01;4;G001037
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;RAT$ASPAT_02;4;G001037
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;RAT$CY2E1_03;6;G000731
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;RAT$FASN_03;2;G001019
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;RAT$GF_05;6;G000739
NF-Y;CBF(2),CBF-A + CBF-B,CCAAT-binding factor,CP1,NF-Y,NF-YA(r):NF-YB(r):NF-YC(r),NF-YA:NF-YB:NF-YC,Nuclear Factor Y/ CCAAT box Binding Factor;RAT$NR5A1_02;3;G002027
CBF (4);cap-site binding factor,CBF (4);AD$MLP_17;6;G000010
CBF (4);cap-site binding factor,CBF (4);HS$ACTC1_12;6;G000193
NOC1;CBF (5),CCAAT-binding factor,HSP-CBF;HS$COL1A1_20;3;G000198
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;AS$NFY_04;4
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;AS$NFY_10;3
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;HS$HRAS_15;4;G000378
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;MOUSE$ADIPOQ_06;3;G005735
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;MOUSE$ALBU_27;4;G000464
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;MOUSE$COL5A3_02;3;G066140
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;MOUSE$H2EB1_01;3;G037901
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;MOUSE$M2EAD_05;3;G000564
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$ABCC2_02;3;G004847
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$ATP1A3_02;3;G010012
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$EHHADH_02;3;G041969
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$GUCY1A3_01;3;G043470
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$HK2_06;3;G031569
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$HK2_07;3;G031569
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$HRAS_01;3;G021757
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$IBSP_03;3;G041922
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$NPR1_01;3;G031473
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$PC_02;3;G037477
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$PKM2_03;3;G031537
NF-YB;CBF-A,CP1-A,NF-YB,NFYB,nuclear transcription factor-Y beta;RAT$THRSP_08;3;G000792
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;AS$NFY_03;3
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;AS$NFY_04;4
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;HS$CDC2_07;3;G001157
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;HS$RGS4_01;3;G006667
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;HS$SOX9_01;3;G003973
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;HS$SOX9_02;3;G003973
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;MOUSE$ADIPOQ_06;3;G005735
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;MOUSE$ALBU_27;4;G000464
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;MOUSE$COL5A3_02;3;G066140
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;MOUSE$H2EB1_01;3;G037901
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;MOUSE$M2EAD_05;3;G000564
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$ABCD2_02;3;G044113
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$ATP1A3_02;3;G010012
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$CEH_01;3;G074237
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$EHHADH_02;3;G041969
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$FASN_03;3;G001019
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$FASN_21;3;G001019
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$HK2_06;3;G031569
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$HK2_07;3;G031569
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$IBSP_03;3;G041922
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$IBSP_06;3;G041922
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$NPR1_01;3;G031473
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$PKM2_03;3;G031537
NF-YA;CBF-B,CP1-B,Nuclear Factor Y subunit A;RAT$THRSP_08;3;G000792
CBP-1;CBP-1;CBP1$CONS;2
CCAAT-binding factor;CCAAT-binding factor;SP$H3_05;6;G000825
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);AS$NF1_01;4
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$CIITA_16;4;G002341
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$CYP3A4_35;3;G002572
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$CYP3A7_04;3;G029062
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$CYP3A7_07;3;G029062
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$FABP7_01;3;G044552
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$GLS2_04;3;G033786
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$HSP70_06;6;G000286
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$LHX3_05;5;G014352
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$NPY_03;6;G000350
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$P2RX1_01;3;G046678
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$PIGR_04;5;G008979
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$PROCR_06;4;G003666
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$SLC25A5_01;2;G018933
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$SLC25A5_02;2;G018933
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);HS$SLC34A2_02;3;G033168
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);MOUSE$RPE65_03;3;G038127
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);RAT$AFEP_26;4;G000691
NFI/CTF;CCAAT-binding factor,CCAAT-binding transcription factor,CTF,ctf/nf-1,NF-1,NF-1 (-like proteins);RAT$AFEP_27;4;G000691
NOC1;alpha-CP1 + alpha-CP2,CCAAT-binding factor,NOC1;MOUSE$HBAA1_05;6;G000476
CCBF;CCBF,cell cycle box factor,SBF,SCB,SWI4+SWI6,SWI6:SWI4;CCBF$CONS_01;6
CCBF;CCBF,cell cycle box factor,SBF,SCB,SWI4+SWI6,SWI6:SWI4;Y$CDC21_02;3;G000759
CCBF;CCBF,cell cycle box factor,SBF,SCB,SWI4+SWI6,SWI6:SWI4;Y$CLN1_03;3;G001906
CCBF;CCBF,cell cycle box factor,SBF,SCB,SWI4+SWI6,SWI6:SWI4;Y$CLN2_01;6;G000899
CCBF;CCBF,cell cycle box factor,SBF,SCB,SWI4+SWI6,SWI6:SWI4;Y$HO_02;4;G000930
CCBF;CCBF,cell cycle box factor,SBF,SCB,SWI4+SWI6,SWI6:SWI4;Y$HO_03;4;G000930
CCBF;CCBF,cell cycle box factor,SBF,SCB,SWI4+SWI6,SWI6:SWI4;Y$HO_05;3;G000930
CCBF;CCBF,cell cycle box factor,SBF,SCB,SWI4+SWI6,SWI6:SWI4;Y$HTA1_04;2;G044926
CCBF;CCBF,cell cycle box factor,SBF,SCB,SWI4+SWI6,SWI6:SWI4;Y$HTB1_04;2;G045757
CCK-1a;CCK-1a;RAT$CCK_01;6;G000722
CCK-1b;CCK-1b;RAT$CCK_02;6;G000722
CDF;CDF;SP$H2B1_03;6;G000824
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;AS$CDP_19;5
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;CDP$CONS_01;6
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;CDPCR1$CONS_01;6
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;CDPCR3$CONS_01;6
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;CDPCR3HD$CONS_01;6
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$CDC2_14;5;G001157
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$CXCL1_06;1;G000279
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$CYBB_01;3;G000274
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$CYBB_06;3;G000274
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$CYBB_07;3;G000274
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$CYBB_08;3;G000274
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$CYBB_23;3;G000274
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$CYBB_27;3;G000274
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$CYBB_35;3;G000274
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$GG_16;6;G000261
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$IL8_28;2;G000317
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$LTF_11;3;G008791
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$M1B_02;3;G000228
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;HS$POLA1_04;1;G000242
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;MOUSE$NCAM_04;3;G000578
CDP;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cutl1,Cux;MOUSE$TRIM61_02;2;G041012
CD28RC;CD28RC;CD28RC$CONS;1
CD28RC;CD28RC;HS$CSF2_02;4;G000272
CD28RC;CD28RC;HS$IL2_06;4;G000312
CD28RC;CD28RC;HS$IL2_13;4;G000312
CD28RC;CD28RC;HS$IL2_34;5;G000312
CD28RC;CD28RC;HS$IL3_01;4;G000314
CEBF;cardiac element-binding factor,CEBF;CHICK$CTNT_04;4;G000057
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;CEBP$CONS_01;6
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;CEBP$CONS_02;6
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;CEBP$CONS_03;6
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;CEBP$CONS_04;6
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;CEBPA$CONS_01;6
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;CHOP$CONS_01;6
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;HS$APOB_15;4;G000205
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;HS$APOB_39;4;G000205
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;HS$IL12P40_02;6;G002344
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;HS$IL8_01;1;G000317
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;HS$SERPINC1_04;1;G000202
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$A1ANTR_07;5;G000472
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$CCL3_01;4;G001238
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$CCL3_02;4;G001238
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$CCL3_03;4;G001238
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$CCL3_04;4;G001238
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$CEBPA_04;2;G000490
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$FABP4_04;3;G000478
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$FABP4_05;3;G000478
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$IL12P40_04;3;G002345
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$LEP_01;1;G001032
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$NR1H3_02;1;G002739
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$ORM1_01;2;G000463
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$ORM1_02;2;G000463
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$PPARD_01;6;G002770
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$PPARG_02;1;G004880
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$SCD1_02;1;G000601
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$SCGB1A1_08;1;G002818
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$SCGB1A1_09;1;G002818
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;MOUSE$SLC2A4_01;1;G000514
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;RAT$GSTA3_06;3;G000749
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;RAT$UCP1_01;6;G001236
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,C/EBPalpha(p42),CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20,p42(C/EBPalpha),p42C/EBPalpha;RAT$UCP1_02;6;G001236
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20;AS$CEBP_41;4
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20;CEBP$CONS_02;6
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20;CEBP$CONS_03;6
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20;CEBP$CONS_04;6
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20;CEBPA$CONS_01;6
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20;CHOP$CONS_01;6
C/EBPalpha;BPc,C/EBP,C/EBP alpha,C/EBPalpha,CBP,CCAAT Enhancer Binding Protein alpha,CCAAT/enhancer binding protein alpha,CEBPA,EBP20;HS$AHSG_01;4;G005204
